intro_db,db_id,intro_name,intro_locality,dr_id,intro_source,intro_status
wrims,130988,Ficopomatus enigmaticus,Milnerton Lagoon; Berg Rivier; Israeli part of the Mediterranean Sea - Eastern Basin; United States part of the North Pacific Ocean; Argentina; Tunisia; Spanish part of the Balearic Sea; South Africa (country); Japan; Baltic sea; Slovenian part of the Adriatic Sea; Italy; Uruguay; New Zealand; United Kingdom part of the Celtic Sea; United Kingdom part of the North Sea; United Kingdom part of the English Channel,887373; 887375; 864306; 824971; 824972; 824973; 824975; 824976; 824977; 566801; 815988; 815989; 815990; 815992; 819042; 857197; 857198,"NA; Fauvel, Pierre. (1955). Contribution à la faune des Annélides polychètes des côtes d'Israël. <em>Bulletin. Sea Fisheries Research Station, Haifa.</em> 10: 3-12.; Carlton, J.T. (1979). History, biogeography, and ecology of the introduced marine and estuarine invertebrates of the Pacific Coast of North America. Ph.D. dissertation, University of California, Davis. Pp. 1-904.; Fofonoff, P.W.; Ruiz, G.M.; Steves, B.; Carlton, J.T. (2014). National Exotic Marine and Estuarine Species Information System (NEMESIS); Hove, T.; Weerdenburg, J. C. A. (1978). A generic revison of the brackish-water serpulid Ficopomatus Southern 1921 (Polychaeta : Serpulinae) including Mercierella Fauvel 1923, Sphaeropomatus Treadwell 1934, Mercierellopsis Rioja 1945 and Neopomatus Pillai 1960. <em>Biological Bulletin.</em> 154, 96-120.; Streftaris, N.; Zenetos, A.; Papathanassiou, E. (2005). Globalisation in marine ecosystems: the story of non-indigenous marine species across European seas. <em>Oceanogr. Mar. Biol. Ann. Rev.</em> 43: 419-453.; Lipej, L.; Mavric, B.; Orlando-Bonaca, M.; Malej, A. (2012). State Of The Art Of The Marine Non-Indigenous Flora And Fauna In Slovenia. <em>Mediterranean Marine Science.</em> 13(2): 243-249.; Minchin, D.; Cook, E.; Clark, P. (2013). Alien species in British brackish and marine waters. <em>Aquatic Invasions.</em> 8(1): 3-19.",invasive; of concern
wrims,131000,Hydroides dianthus,Japan,868473,"Otani, M.; Yamanishi, R. (2007). Two newly recorded alien species <i>Rhithropanopeus harrisii</i> (Crustacea; Panopeidae) and <i>Hydroides dianthus</i> (Polychaeta; Serpulidae). <em>Proceedings of the Annual Meeting of the Japanese Society of Sessile Organisms.</em> P. 9. [in Japanese].",invasive
wrims,131001,Hydroides dirampha,Aegean Sea; Australian Exclusive Economic Zone,816959; 857551,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.; Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",invasive; of concern
wrims,131002,Hydroides elegans,Japan; Italy; Turkish part of the Aegean Sea; Russian part of the Japan Sea; Israeli part of the Mediterranean Sea - Eastern Basin; United States part of the North Atlantic Ocean; Australian Exclusive Economic Zone,816048; 816049; 816050; 868474; 864437; 825191; 857452,"Fofonoff, P.W.; Ruiz, G.M.; Steves, B.; Carlton, J.T. (2014). National Exotic Marine and Estuarine Species Information System (NEMESIS); Bagaveeva, E.V.; Zvyagintsev, A.Yu. (2000). The introduction of polychaetes <i>Hydroides elegans</i> (Haswell), <i>Polydora limicola</i> Annenkova, and <i>Pseudopotamilla occelata</i> Moore to the northwestern part of the East Sea. <em>Ocean Research.</em> 22(1): 25-36.; Queiroz, D. (1968). Preliminary note on the Polychaeta and Polychaeta larvae in Haifa harbour, Israel. <em>Rapports et Procès-Verbaux des Réunions, Commission Internationale pour I'Exploration Scientifique de la mer Méditerranée.</em> 19(2): 193-194.; Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",invasive; of concern
wrims,131003,Hydroides ezoensis,United Kingdom part of the English Channel; Australian Exclusive Economic Zone,857203; 816980,"Minchin, D.; Cook, E.; Clark, P. (2013). Alien species in British brackish and marine waters. <em>Aquatic Invasions.</em> 8(1): 3-19.; Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",of concern
wrims,131005,Hydroides heterocerus,Israeli part of the Mediterranean Sea - Eastern Basin,864447,"Ben Eliahu, N.M.; ten Hove, H.A. (1992). Serpulids (Annelida: Polychaeta) along the Mediterranean coast of Israel - new population build-ups of lessepsian migrants. <em>Israel Journal of Zoology.</em> 38: 35-53.",invasive
wrims,131007,Hydroides minax,Israeli part of the Mediterranean Sea - Eastern Basin,864314,"Ben-Eliahu,  M. N. (1991). Red Sea serpulids (Polychaeta) in the eastern Mediterranean. p. 515-528. In:  Proceedings of 2nd International Polychaeta Conference, Copenhagen, 1986. Systematics, Biology and Morphology of Word Polychaeta, edited by M. E. Petersen & J. B. Kirkegaard. <em>Ophelia.</em> Supplement, 5.",invasive
wrims,131115,Dipolydora armata,Australian Exclusive Economic Zone,857579,"Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",of concern
wrims,131118,Dipolydora flava,Australian Exclusive Economic Zone,857580,"Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",of concern
wrims,131119,Dipolydora giardi,Australian Exclusive Economic Zone,857581,"Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",of concern
wrims,131124,Dipolydora socialis,Australian Exclusive Economic Zone,857582,"Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",of concern
wrims,131135,Marenzelleria viridis,Baltic sea,817192,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.",invasive
wrims,131143,Polydora cornuta,Marmara Sea; Australian Exclusive Economic Zone,817787; 857443,"Karhan, S.; Kalkan, E.; Simboura, N.; Mutlu, E.; Bekolet, M. (2008). On The Occurrence And Established Populations Of The Alien Polychaete Polydora cornuta Bosc, 1802 (Polychaeta: Spionidae) in the Sea Of Marmara and The Bosphorus Strait (Turkey). <em>Mediterranean Marine Science.</em> 9(1): 5-19.; Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",invasive; of concern
wrims,131147,Polydora limicola,Russian part of the Japan Sea,868476,"Bagaveeva, E.V.; Zvyagintsev, A.Yu. (2000). The introduction of polychaetes <i>Hydroides elegans</i> (Haswell), <i>Polydora limicola</i> Annenkova, and <i>Pseudopotamilla occelata</i> Moore to the northwestern part of the East Sea. <em>Ocean Research.</em> 22(1): 25-36.",invasive
wrims,131168,Pseudopolydora paucibranchiata,Australian part of the Bass Strait,815434,"Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",of concern
wrims,131209,Neodexiospira brasiliensis,Cape Town; Port Elizabeth,887378; 887379,NA,invasive
wrims,131229,Spirorbis marioni,Portugal; Azores part of the North Atlantic Ocean; Aegean Sea; Mediterranean Sea - Western Basin; Mediterranean Sea - Eastern Basin; Adriatic Sea; Alboran Sea; Ionian sea,822286; 822288; 822292; 822293; 822294; 822296; 822297; 822298,"Cardigos, F.; Tempera, F.; Ávila, S.; Gonçalves, J.; Colaço, A.; Santos, R. S. (2006). Non-indigenous marine species of the Azores. <em>Helgoland Marine Research.</em> 60(2), 160-169.; Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.; Carlton J. T. (1979). Introduced invertebrates of San Francisco Bay.  San Francisco Bay: The urbanized estuary.  Investigations into the natural history of San Francisco Bay and Delta with reference to the influence of man. <em>In: Conomos, T.J.(ed.). Proceeedings of the 58th annual meeting of the Pacific Division American Association for the advancement of Science.</em> San Francisco, California, 12-16 June 1977. 427-443. ISBN 0-934394-01-6.",invasive
wrims,131541,Terebella ehrenbergi,Israeli part of the Mediterranean Sea - Eastern Basin,864327,"Ben Eliahu, N.M. (1976). Polychaete cryptofauna from rims of similar intertidal vermetid reefs on the Mediterranean coast of Israel and in the gulf of Elat: Sedentaria. <em>Israel Journal of Zoology.</em> 25: 121-155.",invasive
wrims,134609,Ammothella appendiculata,Durban Bay,887959,NA,invasive
wrims,135210,Oculina patagonica,Tunisian part of the Mediterranean Sea - Western Basin; Algerian part of the Alboran Sea,819148; 819149,"Sartoretto, S.; Harmelin, J.-G.; Bachet, F.; Bejaoui, N.; Lebrun, O.; Zibrowius, H. (2008). The alien coral <i>Oculina patagonica</i> De Angelis (Cnidaria, Scleractinia) in Algeria and Tunisia. <em>Aquatic Invasions.</em> 3 (2): 173-180.",invasive; of concern
wrims,135295,Cassiopea andromeda,Greek part of the Aegean Sea; Turkish part of the Mediterranean Sea - Eastern Basin; Turkey,818874; 818875; 818873,"Katsanevakis, S. (2011). Rapid assessment of the marine alien megabiota in the shallow coastal waters of the Greek islands, Paros and Antiparos, Aegean Sea. <em>Aquatic Invasions.</em> 6(1): 133-137.; Özgür, E.; Öztürk, B. (2008). A population of the alien jellyfish, Cassiopea andromeda (Forsskål, 1775) [Cnidaria: Scyphozoa: Rhizostomea] in the Ölüdeniz Lagoon, Turkey. <em>Aquatic Invasions.</em> 3(4): 423-428.",invasive; of concern
wrims,135298,Phyllorhiza punctata,Mexican part of the Gulf of Mexico; United States; United States part of the Gulf of Mexico; Turkey,815248; 826403; 826404; 826407; 825551; 825552; 857406,"Ocaña-Luna, A.; Sánchez-Ramírez, M.; Aguilar-Durán, R. (2010). First record of Phyllorhiza punctata von Lendenfeld, 1884 (Cnidaria: Scyphozoa, Mastigiidae) in Mexico. <em>Aquatic Invasions.</em> 5(Supplement 1): S79-S84.; USGS (United States Geological Survey). (2003-2014). NAS - Nonindigenous Aquatic Species.; Bolton, Toby F.; Graham, William M. (2004). Morphological variation among populations of an invasive jellyfish. <em>Marine Ecology Progress Series.</em> 278: 125-139.; Levings, C. D.; Tarbotton, M. R.; Michael G G Foreman; Larson, M. R. (2003). Dispersion of discharged ship ballast water in Vancouver Harbour, Juan De Fuca Strait, and offshore of the Washington Coast. Journal of Environmental Engineering and Science. 2(3): 163-176.; Graham, W. M.; Bayha, K. M. (2007). Biological Invasions by Marine Jellyfish. <em>Biological Invasions.</em> 239-255.; Graham, W.M., D.L. Martin, D.L. Felder, V.L. Asper & H.M. Perry. (2003). Ecological and economic implications of a tropical jellyfish invader in the Gulf of Mexico. Biological Invasions 5(1-2): 53-69; Cevik, C.; Derici, O.B.; Cevik, F.; Cavas, L. (2011). First record of Phyllorhiza punctata von Lendenfeld, 1884 (Scyphozoa: Rhizostomeae: Mastigiidae) from Turkey. <em>Aquatic Invasions.</em>",invasive; of concern
wrims,136132,Erugosquilla massavensis,Israeli part of the Mediterranean Sea - Eastern Basin; Mediterranean Sea - Eastern Basin; Turkish part of the Aegean Sea,864441; 816682; 815979,"Steuer, A. (1938). Cumacea, Stomatopoda, Leptostraca. in The fishery grounds near Alexandria, 16. <em>Hydrobiology and fisheries directorate notes and memoirs (Cairo).</em> 26: 1-16.; Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.; Ozcan, T.; Ates, A.; Katagan, T. (2008). Expanding Distribution And Occurence Of The Indo-Pacific Stomatopod, Erugosquilla massavensis (Kossmann, 1880) On The Aegean Coast Of Turkey. <em>Mediterranean Marine Science.</em> 9(2): 115-118.",invasive
wrims,137402,Enchytraeus albidus,Macquarie Island,954811,"Frenot, Y.; Chown, S. L.; Whinam, J.; Selkirk, P. M.; Convey, P.; Skotnicki, M.; Bergstrom, D. M. (2005). Biological invasions in the Antarctic: extent, impacts and implications. <em>Biological Reviews.</em> 80(1): 45-72.",invasive
wrims,137438,Lumbricillus lineatus,Macquarie Island,954812,"Frenot, Y.; Chown, S. L.; Whinam, J.; Selkirk, P. M.; Convey, P.; Skotnicki, M.; Bergstrom, D. M. (2005). Biological invasions in the Antarctic: extent, impacts and implications. <em>Biological Reviews.</em> 80(1): 45-72.",invasive
wrims,138759,Bursatella leachii,Slovenian part of the Adriatic Sea; Maltese part of the Mediterranean Sea - Eastern Basin; Turkish part of the Aegean Sea,815752; 815753; 815754,"Lipej, L.; Mavric, B.; Orlando-Bonaca, M.; Malej, A. (2012). State Of The Art Of The Marine Non-Indigenous Flora And Fauna In Slovenia. <em>Mediterranean Marine Science.</em> 13(2): 243-249.; Sciberras, M.; Schembri, P. (2007). A Critical Review Of Records Of Alien Marine Species From The Maltese Islands And Surrounding Waters (Central Mediterranean). <em>Mediterranean Marine Science.</em> 8(1): 41-66.; Kazak, M.; Cavas, L. (2007). On The Occurrence Of Bursatella leachii De Blainville, 1817 in Izmir Bay, Turkey. <em>Mediterranean Marine Science.</em> 8(2): 87-90.",invasive
wrims,138784,Anadara demiri,Adriatic Sea,814227,"Morello, Elisabetta B. Solustri, Cristiano  and Froglia, Carlo (2004). The alien bivalve Anadara demiri (Arcidae): a new invader of the Adriatic Sea, Italy. J. Mar Biol. Ass. U.K., 84(5):1057-1064.",invasive
wrims,138963,Crepidula fornicata,Norway; Swedish part of the Kattegat; Swedish part of the Skagerrak,814689; 857934; 857935,"McNeill, G.; Nunn, J.; Minchin, D. (2010). The slipper limpet Crepidula fornicata Linnaeus, 1758 becomes established in Ireland. Aquatic Invasions 5(Suppl. 1): S21-S25.; Swedish AquaAliens Research Programme (2006). Alien Species in Swedish Sea Areas / Frammande Arter / Svenska Hav - Sweden.",invasive; of concern
wrims,139065,Cerithium scabridum,Israeli part of the Mediterranean Sea - Eastern Basin,864279,"Hart H.C. (1891). Some account of the fauna and flora of Sinai, Petra, and Wâdy 'Arabah. Published for the Committee of Palestine exploration fund by A.P. Watt, 255 p.",invasive
wrims,139120,Chama pacifica,Israeli part of the Mediterranean Sea - Eastern Basin,864307,"Mienis, H. K.; Galili, E.; Rapoport, J. (1993). On the presence of the Indo-Pacific bivalve <i>Chama pacifica</i> in the eastern Mediterranean. <em>Gloria Maris.</em> 32(2): 13-18.",invasive
wrims,139410,Corbula gibba,Australian part of the Bass Strait,857448,"Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",of concern
wrims,140262,Littorina littorea,Coastal Waters of Southeast Alaska and British Columbia; California; United States,817131; 822830; 822831,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.; USGS (United States Geological Survey). (2003-2014). NAS - Nonindigenous Aquatic Species.",invasive
wrims,140264,Littorina saxatilis,Langebaan Bay; Berg Rivier; Knysna,887960; 887961; 887962,NA,invasive
wrims,140322,Marginella glabella,Spanish part of the Alboran Sea,817194,"Luque, A.A.; Barrajón, A., Remón, J.M.; Moreno, D.; Moro, L. (2012). Marginella glabella (Mollusca: Gastropoda: Marginellidae): a new alien species from tropical West Africa established in southern Mediterranean Spain through a new introduction pathway. Marine Biodiversity Records 5, e17. doi:10.1017/S1755267212000012",invasive
wrims,140416,Rapana venosa,Italian part of the Adriatic Sea,868377,"Ghisotti, F. (1974). <i>Rapana venosa</i> (Valenciennes), nuova ospite Adriatica. <em>Conchiglie.</em> 10: 125-126.",invasive
wrims,140429,Urosalpinx cinerea,United Kingdom part of the North Sea,819356,"Minchin, D.; Cook, E.; Clark, P. (2013). Alien species in British brackish and marine waters. <em>Aquatic Invasions.</em> 8(1): 3-19.",invasive
wrims,140430,Mya arenaria,San Francisco Bay,1006245,"Zhang, J.; Yurchenko, O. V.;  Lutaenko, K. A.; Kalachev, A. V.; Nekhaev, I. O.; Aguilar, R.; Zhan, Z.; Ogburn, M. B. (2018). A tale of two soft-shell clams: an integrative taxonomic analysis confirms Mya japonica as a valid species distinct from Mya arenaria (Bivalvia: Myidae). <em>Zoological Journal of the Linnean Society.</em>",invasive
wrims,140437,Brachidontes pharaonis,Maltese part of the Mediterranean Sea - Eastern Basin,818847; 815706,"Cilia, D. P.; Deidun, A. (2012). Branching out: mapping the spatial expansion of the lessepsian invader mytilid Brachidontes pharaonis around the Maltese Islands. <i>Marine Biodiversity Records</i>. 5.; Bonnici, L.; Evans, J.; Borg, J.; Schembri, P. (2012). Biological Aspects And Ecological Effects Of A Bed Of The Invasive Non-Indigenous Mussel Brachidontes pharaonis (Fischer P., 1870) In Malta. Mediterranean Marine Science 13(1): 153-161.",invasive
wrims,140470,Musculista senhousia,United States part of the North Pacific Ocean; Italian part of the Adriatic Sea; Australian Exclusive Economic Zone,823395; 868373; 817336,"Cohen, A.N. (2011). The Exotics Guide: Non-native Marine Species of the North American Pacific Coast. Center for Research on Aquatic Bioinvasions, Richmond, CA, and San Francisco Estuary Institute, Oakland, CA. Revised September 2011.; Lazzari, G.; Rinaldi, E. (1994). Alcune considerazioni sulla presenza di specie extra mediterranee nelle lagune salmastre di Ravenna. <em>Bollettino Malacologico.</em> 30(5-9):  195-202.; Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",invasive; of concern
wrims,140481,Mytilus galloprovincialis,South Africa (country); East London,822915; 892348,IUCN's ISSG (Invasive Species Specialist Group). Global Invasive Species Database (GISD).; NA,invasive
wrims,140485,Xenostrobus securis,Japan,868460,"Kimura, T.; Tabe, M.; Shikano, Y. (1999). <i>Limnoperna fortunei</i> kikuchii Habe, (Bivalvia: Mytilidae) is a synonym of <i>Xenostrobus securis</i> (Lamarck, 1819): Introduction into Japan from Australia and/or New Zealand. <em>Venus.</em> 58(3): 101-117.",invasive
wrims,140487,Cyclope neritea,Black Sea; North Atlantic,814729; 814730,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.",invasive
wrims,140595,Finella pupoides,Israeli part of the Mediterranean Sea - Eastern Basin,819044,"Bogi, C.; Galil, B.S. (2013). Finella pupoides Adams A., 1860 (Gastropoda, Scaliolidae) – a population explosion underway, Mediterranean Sea. BioInvasions Records 2(1): 43–45.",of concern
wrims,140656,Crassostrea gigas,United Kingdom part of the Celtic Sea; United Kingdom part of the North Sea; United Kingdom part of the English Channel; Australian part of the Tasman Sea; Swedish part of the Kattegat; Swedish part of the Skagerrak; Galicia; Spanish part of Gulf of Cadiz; Coast of Catalane,857218; 857219; 857221; 857441; 857948; 857949; 814644; 814651; 943312; 943313,"Minchin, D.; Cook, E.; Clark, P. (2013). Alien species in British brackish and marine waters. <em>Aquatic Invasions.</em> 8(1): 3-19.; Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.; Swedish AquaAliens Research Programme (2006). Alien Species in Swedish Sea Areas / Frammande Arter / Svenska Hav - Sweden.; Iglesias, D., Rodríguez, L., Montes, J., Conchas, R. F., Pérez, J. L., Fernández, M., & Guerra, A. (2005). Estudio de viabilidad del cultivo de ostra rizada <i>Crassostrea gigas</i> (Thunberg, 1793) en diferentes rías gallegas. Primeros resultados biológico-productivos. <em>Boletín, Instituto Español de Oceanografía.</em> 21(1-4), 293-309.; Mazuecos Blanca, M. E. e López Cotelo I. (1989). Estudio sobre el engorde de la ostra japonesa (<i>Crassostrea gigas</i> Thunberg) cultivada en dos zonas del Río Piedras (SO. de España). Pp. 79-91, In: Acuicultura Intermareal (M. Yúfera, ed.): Instituto Ciencias Marinas de Andalucía. Cádiz, España.; Dàmaso E., Carrasco N., Fernández M., Gairín I., Elandaloussi L., Roque A. & Furones M.D. (2011). Dàmaso E., Carrasco N., Fernández M., Gairín I., Elandaloussi L., Roque A. & Furones M.D., 2011. Crecimiento de la ostra japonesa Crassostrea gigas cultivada en las bahías del Delta del Ebro. Actas del XII Congreso Nacional de Acuicultura, Castelldefels, 21-22 November 2011.; Guerra A., Acosta C. & Espinos F. (1987). Primeras experiencias de cultivo de almeja japonesa (<i>Tapes semidecussata</i>) y ostra japonesa (<i>Crassostrea gigas</i>) en la Ría de Ribadeo (NW España). In: Actas del II Congreso Nacional de Acuicultura, Santiago de Compostela, 1-4 diciembre 1987. <em>Cuadernos Marisqueros, Publicación Técnica.</em> 12: 347-352.",of concern; mgmt recorded
wrims,140657,Crassostrea virginica,North Sea; Hawaiian part of the North Pacific Ocean; Bermuda; Bahamas,814678; 823044; 857762; 857763,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.; Eldredge, L.G.; Smith, C.M. (2001). A Guidebook of Introduced Marine Species in Hawai'i. <em>Bishop Museum Technical Report.</em> 21: A1-A54; B1-B60 p.; Lopez, V. and Krauss, U. (2006) National and Regional Capacities and Experiences on Marine Invasive Species, Including Ballast Waters, Management Programmes in the Wider Caribbean Region: a Compilation of Current Information. UNEP Caribbean Environment Programme Report on Marine Invasive Species",invasive
wrims,140658,Ostrea edulis,Australian Exclusive Economic Zone,857559,"Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",of concern
wrims,140732,Ensis directus,United Kingdom part of the Celtic Sea; United Kingdom part of the North Sea; Swedish part of the Kattegat; Swedish part of the Skagerrak,857227; 819021; 857945; 857946,"Minchin, D.; Cook, E.; Clark, P. (2013). Alien species in British brackish and marine waters. <em>Aquatic Invasions.</em> 8(1): 3-19.; Swedish AquaAliens Research Programme (2006). Alien Species in Swedish Sea Areas / Frammande Arter / Svenska Hav - Sweden.",invasive; of concern
wrims,140890,Pinctada radiata,Egyptian part of the Mediterranean Sea - Eastern Basin; Tunisian part of the Mediterranean Sea - Eastern Basin,817765; 817766,"Antit, M.; Gofas, S.; Salas, C.; Azzouna, A. (2011). One hundred years after Pinctada: an update on alien Mollusca in Tunisia. Mediterranean Marine Science 12(1): 53-73.",invasive
wrims,141600,Lyrodus pedicellatus,Simon's Town Harbour,887973,NA,invasive
wrims,141605,Teredo bartschi,United States part of the North Atlantic Ocean; Gulf of Mexico; California; United States,822346; 822350; 822352; 822354,"Fofonoff P. W, Ruiz G. M, Steves B, & Carlton J. T. 2003. National Exotic Marine and Estuarine Species Information System.; USGS (United States Geological Survey). (2003-2014). NAS - Nonindigenous Aquatic Species.",invasive
wrims,141607,Teredo navalis,Mossel bay; Knysna; Australian Exclusive Economic Zone; Swedish part of the Baltic Sea; Swedish part of the Kattegat; Swedish part of the Skagerrak,892455; 892456; 857567; 857936; 857937; 857938,"NA; Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.; Swedish AquaAliens Research Programme (2006). Alien Species in Swedish Sea Areas / Frammande Arter / Svenska Hav - Sweden.",invasive; of concern
wrims,141919,Mercenaria mercenaria,Celtic Sea; North Sea,823177; 817232,"JNCC (Joint Nature Conservation Committee). (1997). Non-native marine species in British waters: a review and directory.; Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.",invasive
wrims,144438,Asparagopsis armata,Mediterranean Sea - Western Basin; Kommetjie; False Bay (South Shetland Islands); Port St Johns; Park Rynie,816373; 892795; 892796; 892799; 892800; 892801,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.; NA",invasive
wrims,144439,Asparagopsis taxiformis,Scottburgh; Knysna,892802; 892803,NA,invasive
wrims,144442,Bonnemaisonia hamifera,Swedish part of the Kattegat; Swedish part of the Skagerrak,858013; 858014,Swedish AquaAliens Research Programme (2006). Alien Species in Swedish Sea Areas / Frammande Arter / Svenska Hav - Sweden.,of concern
wrims,144472,Caulerpa racemosa,Mediterranean Sea - Eastern Basin; Mediterranean Sea - Western Basin,815807; 815808,"Panayotidis, P. (2006). On The Enigmatic Origin Of The Mediterranean Invasive <i>Caulerpa racemosa</i> (Caulerpales, Chlorophyta). <em>Mediterranean Marine Science.</em> 7(1): 119-121.",invasive
wrims,144477,Caulerpa webbiana,Azores part of the North Atlantic Ocean,818878; 818879,"Amat, J. N.; Cardigos, F.; Santos, R. S. (2008). The recent northern introduction of the seaweed Caulerpa webbiana (Caulerpales, Chlorophyta) in Faial, Azores Islands (North-Eastern Atlantic). <em>Aquatic Invasions.</em> 3(4): 417-422.",of concern
wrims,144488,Acrothamnion preissii,Mediterranean Sea - Western Basin,814087,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.",invasive
wrims,144521,Antithamnionella spirographidis,Kraalbaai; Kowie River; Australian part of the Great Australian Bight,892763; 892767; 857433,"NA; Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",invasive; of concern
wrims,144615,Polysiphonia brodiaei,Australian Exclusive Economic Zone,857561,"Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",of concern
